query_label	positive_label	negatives_label
Wall Patching Compounds & Plaster	Solvents, Strippers & Thinners	['Flute Parts', 'Briefcases', 'Clothing Accessories', 'Kite Accessories', 'Textile Art Gauges & Rulers', 'Home & Interior Design Software', 'Pastels', 'Snow Shovels', 'Figure Skate Boots', 'Dentures']
Door Hardware	Countertops	['Memory', 'Snack Cakes', 'Homely Fruits', 'Eyelets & Grommets', 'Practice Pads', 'Water Sport Helmets', 'AV Carts', 'Zippers', 'Highlighter Refills', 'Livestock Feed']
Countertops	Doors	['Mayonnaise', 'Bridal Accessories', 'Badminton Nets', 'Tripod Spreaders', 'Pastels', 'Chopsticks', 'Household Supplies', 'Wetsuits', 'Dancing', 'Surgical Needles & Sutures']
Countertops	Window Hardware	['Clarinet Small Parts', 'Clock Parts', 'Sewing Machine Needles', 'Toothbrush Replacement Heads', 'Condiment Dispensers', 'Grappling Dummies', 'Millet', 'Network Storage Systems', 'Hot Water Tanks', 'Audio']
Windows	Countertops	['Turntables & Record Players', 'Shovels & Spades', 'Cricket Bat Grips', 'Refrigerator Accessories', 'Ponds', 'Toy Instruments', 'Writing Pencils', 'Skate Rails', 'Water & Flood Detectors', 'Fertility Monitors and Ovulation Tests']
Doors	Door Hardware	['Candle & Oil Warmers', 'Audio Amplifiers', 'Balloon Kits', 'Microphone Accessories', 'Toners', 'Audio & Video Receivers', 'UPS Batteries', 'Sports Collectibles', 'Satellite & Cable TV', 'Billiard Cue Chalk']
Door Hardware	Drywall	['Treadmills', 'Foosball Tables', 'Pastry Blenders', 'Electric Massagers', 'Ultrasonic Cleaners', 'Accordions & Concertinas', 'Decorative Pom-Poms', 'Camera Remote Controls', 'Cookie & Brownie Dough', 'Vehicle Fishing Rod Racks']
Windows	Door Hardware	['Sashes', 'Craft Molds', 'Cat Food', 'Tiller & Cultivator Attachments', 'Coffee Servers & Tea Pots', 'Rum', 'Navigational Compasses', 'Shoe Brushes', 'Basters', 'Household Appliance Accessories']
Doors	Drywall	['Deep Fryers', 'Billiard Cue Chalk', 'Vehicle Antifreeze', 'Hammocks', 'Video Conferencing', 'Golf', 'Waffle & Pancake Mixes', 'Rowing Machine Accessories', 'Floor Protection Films & Runners', 'Office Supplies']
Flooring & Carpet	Doors	['Coaster Holders', 'Sauté Pans', 'Horse Grooming Combs, Brushes & Mitts', 'Wig Glue & Tape', 'Pottery & Sculpting Materials', 'Disco Balls', 'Portable Toilets & Showers', 'Climbing Harnesses', 'PDAs', 'Brass Instrument Cases & Gigbags']
Drywall	Flooring & Carpet	['Construction Calculators', 'Bra Strap Pads', 'Electronics Component Connectors', 'Audio & Video Cables', 'Electronics Manuals', 'Bows & Crossbows', 'Fertilizers', 'Battle Tops', 'Drum Sticks & Brushes', 'UPS Accessories']
Glass	Drywall	['Reaction Balls', 'Landscaping & Garden Plants', 'Cake Boards', 'Rocking & Spring Riding Toys', 'Bowling Ball Bags', 'Clocks', 'Figure Skate Boots', 'Sports Collectibles', 'Financial, Tax & Accounting Software', 'Computer Software']
Glass	Flooring & Carpet	['Kitchen Organizers', 'Pet Bowls, Feeders & Waterers', 'Motor Vehicle Wheel Systems', 'Watercraft Steering Wheels', 'Off-Road & All-Terrain Vehicle Protective Gear', 'Special Effects Light Stands', 'Bicycle Headset Spacers', 'Clarinet Reeds', 'Spinning Wheels', 'Paintball & Airsoft Vests']
Handrails & Railing Systems	Flooring & Carpet	['Sapodillo', 'Baby Wipe Dispensers & Warmers', 'Field Hockey Sticks', 'Camera Grips', 'Craft Pipe Cleaners', 'Stuffed Animals', 'Pasta Makers', 'Metronomes', 'Food Steamers', 'Laboratory Blenders']
Handrails & Railing Systems	Glass	['Grapes', 'Anchor Lines & Ropes', 'Compound Bows', 'Food Service Carts', 'Dexterity Games', 'Tractor Tires', 'Mailbox Flags', 'Marinades & Grilling Sauces', 'Yukata', 'Hiking Poles']
Glass	Hatches	['Dry Beans', 'Freezers', 'Billiards', 'Rocking & Spring Riding Toys', 'Costume Accessory Sets', 'Signature Capture Pads', 'USB & FireWire Hubs', 'Bagpipes', 'Camera Remote Controls', 'Neck Gaiters']
Handrails & Railing Systems	Hatches	['Automotive Alarm Accessories', 'Handheld Devices', 'Teeth Whiteners', 'Peas', 'Tripod Handles', 'Riding Mowers', 'Vehicle Door Lock Actuators', 'Deep Fryer Accessories', 'Bicycle Toe Straps & Clips', 'Sheet Protectors']
Insulation	Handrails & Railing Systems	['Cigar Cases', 'Cymbals', 'Nightgowns', 'Bicycle Computers', 'Rubber Bands', 'Hand Percussion Bags & Cases', 'Racquet Vibration Dampeners', 'Surfing Gloves', 'Egg Replacers', 'Finials']
Insulation	Hatches	['Motherboards', 'Underwear', 'Motorcycle Storage Covers', 'Label Clips', 'Range Hoods', 'Party Favors', 'Gas Mask & Respirator Accessories', 'Flower Girl Baskets', 'Kitchen Knives', 'Mailbox Posts']
Lumber & Sheet Stock	Hatches	['Saxophone Small Parts', 'Hunting & Survival Knives', 'Bicycle Bells & Horns', 'Earthquake Alarms', 'Toothbrushes', 'Carpet Steamers', 'Vehicle Cargo Racks', 'Power', 'Bakery', 'Finials']
Insulation	Lumber & Sheet Stock	['Can Openers', 'Nutrition Bars', 'Color Calibrators', 'Home Fragrances', 'Makeup Removers', 'Petticoats & Pettipants', 'Slipcovers', 'Speakers', 'Circuit Board Accessories', 'Sand']
Insulation	Molding	['Olives & Capers', 'Cricket Bats', 'Scopes', 'Candy & Chocolate', 'Skin Care Tools', 'Ecospheres', 'Patch Panels', 'Balaclavas', 'Stylus Pens', 'Greeting & Note Cards']
Lumber & Sheet Stock	Molding	['Road & Traffic Signs', 'Motor Vehicle Interior Fittings', 'Jock Straps', 'Hedge Trimmers', 'Frozen Cocktail Mixes', 'Motor Vehicle Loading Ramps', 'Tablet Computer Docks & Stands', 'Bullet Proof Vests', 'Ice Skate Blades', 'Kitchen Utensil Sets']
Rebar & Remesh	Lumber & Sheet Stock	['Holiday Ornament Displays & Stands', 'Soccer Gloves', 'Sprinkler Accessories', 'Business Cards', 'Ski Binding Parts', 'Webcams', 'Melon Ballers', 'Workstations & Cubicles', 'Lip Liner', 'Network Security & Firewall Devices']
Rebar & Remesh	Molding	['Robotic Mowers', 'Food Service Carts', 'DVI Splitters & Switches', 'Bassoon Reeds', 'Jukeboxes', 'Airsoft Gun Parts & Accessories', 'Cassette Players & Recorders', 'Acupuncture', 'Leis', 'Cigar Cutters & Punches']
Molding	Roofing	['Motor Vehicle Power & Electrical Systems', 'Oboe Pegs & Stands', 'Drum Keys', 'Microwave Ovens', 'Poster Boards', 'Radar Detectors', 'Tonneau Covers', 'Dryers', 'Floral Tape', 'Ice Scoops']
Roofing	Rebar & Remesh	['Prescription Dog Food', 'Non-prescription Dog Food', 'Tractor Wheels', 'Studio Light & Flash Accessories', 'Paper Coin Wrappers & Bill Straps', 'Skin Cleansing Brushes & Systems', 'Greenhouses', 'Print Books', 'Water Polo', 'Baby Safety Locks & Guards']
Shutters	Rebar & Remesh	['Martial Arts Uniforms', 'Hockey Suspenders & Belts', 'Motor Vehicle Carpet & Upholstery', 'Adult Hygienic Wipes', 'Bassoon Parts', 'Scrapbooking Paper', 'Plate & Dish Warmers', 'Pitahayas', 'Soups & Broths', 'Face Mirrors']
Roofing	Shutters	['Push & Pedal Riding Vehicles', 'Outdoor Storage Boxes', 'Origami Paper', 'Hazardous Material Suits', 'Coconuts', 'Clothing & Closet Storage', 'Musical Shakers', 'Handbags', 'Punching & Training Bag Accessories', 'Nail Care']
Siding	Roofing	['Brooches & Lapel Pins', 'Ramekins & Souffle Dishes', 'Wine Fridge Accessories', 'Motor Vehicle Controls', 'Audio Mixers', 'Air Purifier Accessories', 'Scrub Brush Heads & Refills', 'Bagpipes', 'Lens Bags', 'Vodka']
Siding	Shutters	['Numeric Keypads', 'Milk', 'Lacrosse Goals', 'Interfacing', 'Medicine & Drugs', 'Musical Instrument Amplifier Footswitches', 'Outdoor Sectional Sofa Units', 'Avalanche Safety', 'Spinning Wheel Accessories', 'Camping Lights & Lanterns']
Shutters	Sound Dampening Panels & Foam	['Sprinkler Valves', 'Tripod Spreaders', 'American Football Neck Rolls', 'Furniture Sets', 'Wrestling', 'Disposable Serveware', 'Coconuts', 'Padfolios', 'Manicure Tool Sets', 'Laundry Wash Bags & Frames']
Siding	Sound Dampening Panels & Foam	['Towel Racks & Holders', 'Tractors', 'Projectors', 'Twist Ties & Bag Clips', 'Flavored Carbonated Water', 'Keychains', 'Marine Radar', 'Emergency Tools & Kits', 'Bridle Bits', 'Pen Ink & Refills']
Staircases	Siding	['Petroleum Jelly', 'Card Sleeves', 'Pool Liners', 'Astringents', 'Candles', 'Bicycle Gloves', 'Tofu', 'Fishing Traps', 'Soccer Goals', 'Punching & Training Bag Accessories']
Sound Dampening Panels & Foam	Staircases	['Table & Bar Stools', 'Motor Vehicle Speakerphones', 'Speed & Agility Ladders & Hurdles', 'Parsley Roots', 'Baseball & Softball Pitching Mats', 'Audio & Video Receivers', 'Storage Cabinets & Lockers', 'Bleach', 'Motorcycle Suits', 'Cutting Boards']
Wall & Ceiling Tile	Sound Dampening Panels & Foam	['Practice Pads', 'Event Tickets', 'Dollhouse Accessories', 'Mailbox Covers', 'Screen Printing Squeegees', 'Rambutans', 'Bicycle Wheel Nipples', 'Motor Vehicle Windshield Covers', 'Rhinestones & Flatbacks', 'E-Book Reader Batteries']
Staircases	Wall & Ceiling Tile	['Bathroom Furniture Sets', 'Nail Polish Removers', 'Liquid & Frozen Eggs', 'Cooking Thermometer Accessories', 'Bird Supplies', 'Indoor Games', 'Bunion Care Supplies', 'Guitars', 'Oboe Straps & Supports', 'Laptop Hinges']
Staircases	Wall Paneling	['Breadmaker Accessories', 'Vacuum Coffee Makers', 'Bobblehead Figures', 'Oxygen Tanks', 'Telephony', 'Color Mixing Tools', 'Pies & Tarts', 'Bullet Proof Vests', 'Fiddlehead Ferns', 'Batting & Stuffing']
Wall Paneling	Wall & Ceiling Tile	['China Cabinets & Hutches', 'Pest Control Traps', 'Costumes', 'Cookware Sets', 'Medical Equipment', 'Prayer Cards', 'Disposable Lids', 'Memory Card Readers', 'Dental Floss', 'Camera Gears']
Wall & Ceiling Tile	Weather Stripping & Weatherization Supplies	['Cable Tie Guns', 'Thread, Yarn & Bobbin Winders', 'Baby & Toddler Furniture', 'Christmas Tree Stands', '3D Modeling Software', 'Needle Threaders', 'Replacement Shelves', 'Bras', 'Woks', 'Hanging Chairs']
Wall Paneling	Weather Stripping & Weatherization Supplies	['Massage Stones', 'Photo Storage', 'Water Heater Pans', 'Linesman Flags', 'PDA Batteries', 'Mail Sorters', 'Basketball Autographed Paraphernalia', 'Crossovers', 'Leis', 'Collectible Knives']
Wall Paneling	Window Hardware	['Cash Boxes', 'TV Replacement Speakers', 'Craft Magnets', 'Broiling Pans', 'Motor Vehicle Power & Electrical Systems', 'Nightgowns', 'Seeds & Seed Tape', 'Laser Pointers', 'Motor Vehicles', 'Cars, Trucks & Vans']
Weather Stripping & Weatherization Supplies	Window Hardware	['Orchestral String Instrument Bows', 'Coffee Makers & Espresso Machines', 'Musical Triangles', 'Unflavored Gelatin', 'Jigsaw Puzzle Accessories', 'Bookends', 'Tofu, Soy & Vegetarian Products', 'Air Conditioner Filters', 'Slot Machines', 'Tent Poles & Stakes']
Weather Stripping & Weatherization Supplies	Windows	['Forestry & Logging', 'Prisms', 'Medicine & Drugs', 'American Football Kicking Tees & Holders', 'Plums', 'Basketball Hoop Padding', 'Floor Scrubbers', 'Kitchen Cabinet Organizers', 'Cleaning Gloves', 'Workstation & Cubicle Accessories']
Windows	Window Hardware	['Toy Parachutes', 'Camera Bags & Cases', 'Aquatic Plant Fertilizers', 'Mobile Phone Charms & Straps', 'Clothing', 'Motorcycle Rims & Wheels', 'Motor Vehicle Tires', 'Watercraft Polishes', 'Tortillas & Wraps', 'Buffets & Sideboards']
Fence Panels	Fence & Gate Accessories	['Lawn Mower Belts', 'Archery Armguards', 'Condiments & Sauces', 'Lawn Sweepers', 'Medical Identification Tags & Jewelry', 'Electronic Cigarettes', 'Disposable Tableware', 'Air Hockey Table Parts', 'Bicycle Protective Pads', 'Vehicle Steering Wheel Locks']
Fence & Gate Accessories	Fence Pickets	['Napkin Holders & Dispensers', 'Dollhouses', 'Antenna Mounts & Brackets', 'Cooking Starch', 'Baby & Toddler Dresses', 'Emergency Blankets', 'Makeup Removers', 'Prepared Meals & Entrées', 'Snorkels', 'Gardening Forks']
Fence & Gate Accessories	Lattice	['Outdoor Power Equipment Batteries', 'Office Carts', 'Pet Oral Care Supplies', 'Wildlife Attractants', 'Recipe Card Boxes', 'Craft Knives', 'Invitations', 'Pitching Machines', 'Espresso Machines', 'Gym Mats']
Fence & Gate Accessories	Safety & Crowd Control Barriers	['Climbing Rope Bags', 'Rangefinder Accessories', 'Clay Pigeons', 'Packing Materials', 'Medical Alarm Systems', 'Food Container Covers', 'Wildlife Bait, Feed & Minerals', 'Range Hood Accessories', 'Food Grinder Accessories', 'Beverages']
Fence Panels	Fence Pickets	['Medicine Balls', 'Parsnips', 'Computer Accessory Sets', 'Easel Pads', 'Craft Scoring Tools', 'Microscope Cameras', 'Pet Hair Clippers & Trimmers', 'Mace & Pepper Spray', 'Artificial Food', 'Meat Alternatives']
Fence Panels	Fence Posts & Rails	['POS Terminals', 'Medicine Balls', 'Baseballs', 'Paella Pans', 'Kitesurfing & Windsurfing Harnesses', 'Hand Dryer Accessories', 'Beverage Chilling Cubes & Sticks', 'Toilet Bowl Cleaners', 'Wine & Liquor Cabinets', 'Nut Butters']
Fence Panels	Safety & Crowd Control Barriers	['USB Flash Drives', 'Incense Holders', 'Fishing', 'Steam Press Accessories', 'Pacifier Clips & Holders', 'Vehicle Cleaning', 'Bassoon Bocals', 'Audio & Video Receivers', 'Longan', 'Tent Vestibules']
Fence Pickets	Fence Posts & Rails	['TV Replacement Speakers', 'Tennis Racquets', 'Boxing & Martial Arts', 'Play Food', 'ATVs & UTVs', 'Desk Organizers', 'Audio Players & Recorders', 'Japanese Black Formal Wear', 'Sewing Machine Replacement Parts', 'Novelty Signs']
Garden Borders & Edging	Fence Pickets	['Contact Lens Care Kits', 'Diapering', 'Diaper Rash Treatments', 'Bed Sheets', 'Household Storage Caddies', 'Canoe Accessories', 'Hand Percussion Bags & Cases', 'Auto Racing Autographed Paraphernalia', 'Obi Accessories', 'Construction Set Toys']
Fence Posts & Rails	Garden Borders & Edging	['MSG', 'Table Knives', 'Toy Tools', 'Tractor Tires', 'Deck Shuffleboard Cues', 'Lunch & Deli Meats', 'Wheat', 'Cooking Wine', 'Safety Grab Bars', 'Finials']
Fence Posts & Rails	Gates	['Racquetball Racquets', 'Hardhats', 'Outdoor Games', 'Guitar Tuning Pegs', 'Staplers', 'Push Up & Pull Up Bars', 'Label Makers', 'Patch Panels', 'Ski & Snowboard Goggle Lenses', 'Egg Replacers']
Garden Borders & Edging	Gates	['Craft Cutting & Embossing Tools', 'Desktop Computers', 'Collar Stays', 'Vinegar Drinks', 'Avocados', 'Paintball Hoppers', 'Nursing Pads & Shields', 'Coaching & Officiating', 'Table Shuffleboard Pucks', 'Baby & Toddler Clothing']
Garden Borders & Edging	Lattice	['Loose Tobacco', 'Evaporative Coolers', 'Spray Tanning Tents', 'Decorative Bottles', 'Food Smokers', 'Hubs & Switches', 'Powdered Hand Soap', 'Power Tillers & Cultivators', 'Kitchen Utensil Sets', 'Outdoor Furniture Sets']
Gates	Lattice	['Wire & Cable Sleeves', 'Hook and Loop Fasteners', 'Cache Memory', 'Foosball Table Parts & Accessories', 'Remote Control Robots', 'Nail Clippers', 'Tofu, Soy & Vegetarian Products', 'Skate Blade Guards', 'Golf Training Aids', 'Unicycle Accessories']
Safety & Crowd Control Barriers	Gates	['Ammunition Cases & Holders', 'Textiles', 'Mattresses', 'Hakama Trousers', 'Alphabet Toys', 'Cricket Equipment Sets', 'Decorative Nutcrackers', 'Kickboards', 'Cash Drawers & Trays', 'Emergency Lighting']
Safety & Crowd Control Barriers	Lattice	['Tripod & Monopod Cases', 'Hand Bells & Chimes', 'Electric Massaging Chairs', 'Guitar Cases & Gig Bags', 'Wallets & Money Clips', 'Wheelbarrow Parts', 'Walkers', 'Drinking Straws & Stirrers', 'Potatoes', 'Saxophone Mouthpieces']
Home Heating Oil	Kerosene	['Tapenade', 'Garden Pot Saucers & Trays', 'MSG', 'Bicycles', 'Bus Tubs', 'Fishing', 'Electronic Card Readers', 'Modeling Dough', 'Saucepans', 'Industrial Storage Accessories']
Kerosene	Home Heating Oil	['Sticky Rice Cakes', 'Toy Drawing Tablets', 'Clothing Accessories', 'Growth Charts', 'Riding Mowers', 'Stun Guns & Tasers', 'Toy Craft Kits', 'Tongue Depressors', 'Baskets', 'Broccoli']
Home Heating Oil	Propane	['Plastic Canvas', 'Climbing Rope Bags', 'Mailboxes', 'Crafting Wire', 'Multi-Game Tables', 'Microscope Eyepieces & Adapters', 'Pens & Pencils', 'Bowling Ball Bags', 'Vehicles & Parts', 'Nap Mats']
Home Heating Oil	Propane	['Shampoo & Conditioner Sets', 'Track & Field', 'Kohlrabi', 'Hockey Fan Accessories', 'Coffee Decanters', 'String Instrument Cleaning Cloths', 'Exercise & Fitness', 'Binder Clips', 'Pillow Forms', 'Popcorn']
Kerosene	Propane	['Elastic', 'PDA Cases', 'Shower Curtains', 'Pickled Fruits & Vegetables', 'Softballs', 'Camera Replacement Screens & Displays', 'Gobo Root', 'Clarinet Pad Savers', 'Household Appliances', 'Beverages']
Propane	Kerosene	['Bird Toys', 'Diving Knives & Shears', 'Watercraft Manifolds', 'Astringents', 'Aerobic Steps', 'Softball Bats', 'Crossbows', 'Steam Table Pan Covers', 'Baby & Toddler Clothing', 'Vehicle Boat Racks']
Cabinet Hardware	Brackets & Reinforcement Braces	['E-Book Reader Accessories', 'Printed Circuit Boards', 'Shallots', 'Shuttlecocks', 'Recorder Parts', 'Fencing', 'Nightstands', 'Windshield Repair Kits', 'Binding Supplies', 'Pizza Pans']
Brackets & Reinforcement Braces	Casters	['Plates', 'Adapters', 'Throw Pillows', 'Cloth Napkins', 'Air Hockey Tables', 'Concentrators & Multiplexers', 'Avalanche Probes', 'Camera Flashes', 'Hoists, Cranes & Trolleys', 'Light Meter Accessories']
Tool Storage & Organization	Brackets & Reinforcement Braces	['Flute Care Kits', 'American Football Kicking Tees & Holders', 'Tennis Balls', 'Bird Cage Food & Water Dishes', 'Meat Tenderizers', 'Fresh & Frozen Seafood', 'Gravy Boats', 'Vehicle Pet Barriers', 'Ping Pong Balls', 'Softball Bats']
Wall Jacks & Braces	Brackets & Reinforcement Braces	['Skorts', 'Bicycle Tools', 'Ground & Leaf Blower Attachments', 'Food & Beverage Carriers', 'Fondue Pots & Sets', 'General Purpose Athletic Equipment', 'Scrapbooking Paper', 'E-books', 'Woodwinds', 'Hiking Poles']
Cabinet Hardware	Casters	['Alarm Clocks', 'Household Paper Products', 'Horseradish Root', 'Tetherball Sets', 'Vehicle Jump Starters', 'Protective Masks', 'Gun Cleaning Solvents', 'Handkerchiefs', 'Soccer Balls', 'Automated External Defibrillators']
Chain, Wire & Rope	Cabinet Hardware	['Dreamcatchers', 'Gaming Pads', 'Tablas', 'Sundials', 'Marshmallows', 'Fishing Reel Accessories', 'Candy & Chocolate', 'Toothpicks', 'Test Tube Racks', 'Ping Pong Balls']
Cabinet Hardware	Wall Jacks & Braces	['Basketball Rims', 'American Football Helmets', 'Automotive Rims & Wheels', 'String Instrument Cleaning Cloths', 'UPS Batteries', 'Diving & Snorkeling Fins', 'Trees', 'Turbans', 'Food Cookers & Steamers', 'Network Bridges']
Casters	Chain, Wire & Rope	['Costume Tobacco Products', 'Wicks', 'Envelope Seals', 'Moving & Shipping Boxes', 'Outdoor Sectional Sofa Units', 'Eyewear Replacement Parts', 'Wind Wheels & Spinners', 'Safety Knee Pads', 'Birdhouses', 'Volleyball Nets']
Casters	Coils	['Tamarindo', 'Ranges', 'Gun Cleaning Solvents', 'Headphone Amplifiers', 'Swimming Fins', 'Speaker Bags, Covers & Cases', 'Tricycle Accessories', 'Wine Making', 'Autoclaves', 'Camera Film']
Chain, Wire & Rope	Coils	['Diapering', 'Papayas', 'Bird & Wildlife Houses', 'Millet', 'Food Dehydrator Trays', 'Pastries & Scones', 'Utensil & Flatware Trays', 'Dry Cleaning Kits', 'Shaving Cream', 'Paper Folding Machines']
Concrete Molds	Chain, Wire & Rope	['Slow Cookers', 'Musical Keyboard Stands', 'Antenna Mounts & Brackets', 'Cat Toys', 'Tea Makers', 'Coffee Grinder Accessories', 'Cakes & Dessert Bars', 'Tablet Computer Docks & Stands', 'CD/DVD Duplicators', 'Watercraft Propellers']
Coils	Concrete Molds	['Hard Drive Accessories', 'Aquarium Overflow Boxes', 'Laboratory Equipment', 'Bicycle Small Parts', 'Wigs', 'Decorative Nutcrackers', 'Massagers', 'Musical Blocks', 'Overalls', 'Toy Parachutes']
Coils	Dowel Pins & Rods	['Foil Cutters', 'Fencing Weapons', 'Pet Waste Bags', 'Office Chair Accessories', 'Oxygen Tanks', 'Flood, Fire & Gas Safety', 'Lawn Striping Kits', 'Doilies', 'Eye Masks', 'Stopwatches']
